매입사,고객ID,카드유형,거래일,거래시간,승인금액,할부,인원
신한카드,C-26797,체크,2013-01-08,15:08:06,"23,800",0,2
비씨카드,C-06338,체크,2013-01-08,15:23:25,"23,800",0,2
국민카드,C-22885,일반,2013-01-08,18:23:54,"29,800",0,3
비씨카드,C-04081,일반,2013-01-08,19:16:50,"59,600",0,6
농협카드,C-34087,일반,2013-01-08,19:23:15,"14,900",0,2
현대카드,C-07252,일반,2013-01-08,19:25:05,"14,900",0,2
국민카드,C-06554,일반,2013-01-08,19:25:17,"14,900",0,2
신한카드,C-26930,체크,2013-01-08,19:25:59,"29,800",0,3
국민카드,C-11161,일반,2013-01-08,19:45:03,"44,700",0,4
비씨카드,C-15310,일반,2013-01-08,19:56:59,"29,800",0,3
신한카드,C-16613,체크,2013-01-08,20:35:19,"29,800",0,3
비씨카드,C-40955,체크,2013-01-08,20:38:35,"29,800",0,3
신한카드,C-18449,일반,2013-01-08,20:42:24,"29,800",0,3
비씨카드,C-28401,체크,2013-01-08,20:43:53,"14,900",0,2
신한카드,C-08864,체크,2013-01-08,20:44:38,"14,900",0,2
국민카드,C-42355,일반,2013-01-08,21:02:34,"29,800",0,3
농협카드,C-36215,일반,2013-01-08,21:07:25,"48,700",0,5
삼성카드,C-02591,일반,2013-01-08,21:12:26,"9,800",0,1
농협카드,C-03903,일반,2013-01-08,21:13:46,"89,400",0,8
비씨카드,C-38474,체크,2013-01-08,21:16:10,"59,600",0,6
신한카드,C-07796,체크,2013-01-08,21:28:51,"29,800",0,3
신한카드,C-00391,일반,2013-01-09,12:21:36,"11,900",0,1
국민카드,C-41979,일반,2013-01-09,12:44:17,"23,800",0,2
비씨카드,C-29414,체크,2013-01-09,12:51:11,"47,600",0,4
비씨카드,C-05071,일반,2013-01-09,12:52:14,"59,500",0,5
국민카드,C-16075,체크,2013-01-09,13:03:53,"23,800",0,2
신한카드,C-33416,일반,2013-01-09,13:05:04,"47,600",0,4
비씨카드,C-30063,체크,2013-01-09,13:22:40,"35,700",0,3
비씨카드,C-15425,일반,2013-01-09,13:24:33,"20,800",0,2
국민카드,C-01534,일반,2013-01-09,13:26:16,"23,800",0,2
외환카드,C-19098,체크,2013-01-09,13:29:43,"23,800",0,2
외환카드,C-02978,체크,2013-01-09,13:39:11,"23,800",0,2
외환카드,C-04572,일반,2013-01-09,13:39:50,"35,700",0,3
삼성카드,C-20348,일반,2013-01-09,13:54:27,"47,600",0,4
국민카드,C-16062,체크,2013-01-09,14:22:04,"23,800",0,2
삼성카드,C-02363,일반,2013-01-09,14:38:52,"30,000",0,3
신한카드,C-09901,일반,2013-01-09,14:48:30,"23,800",0,2
신한카드,C-26282,체크,2013-01-09,14:51:04,"11,900",0,1
비씨카드,C-21728,일반,2013-01-09,14:51:35,"11,900",0,1
국민카드,C-16046,체크,2013-01-09,15:06:07,"11,900",0,1
국민카드,C-16033,체크,2013-01-09,18:00:40,"14,900",0,2
비씨카드,C-40785,체크,2013-01-09,18:05:14,"29,800",0,3
신한카드,C-27113,체크,2013-01-09,18:34:00,"34,800",0,3
국민카드,C-15868,체크,2013-01-09,18:51:35,"29,800",0,3
신한카드,C-26858,체크,2013-01-09,19:02:57,"29,800",0,3
국민카드,C-16044,체크,2013-01-09,19:10:05,"29,800",0,3
비씨카드,C-36945,체크,2013-01-09,19:11:53,"29,800",0,3
국민카드,C-16195,체크,2013-01-09,19:18:55,"29,800",0,3
비씨카드,C-30994,일반,2013-01-09,19:28:29,"29,800",0,3
신한카드,C-16864,체크,2013-01-09,19:36:14,"29,800",0,3
국민카드,C-16143,체크,2013-01-09,19:43:36,"29,800",0,3
신한카드,C-34230,체크,2013-01-09,19:59:41,"14,900",0,2
현대카드,C-18232,일반,2013-01-09,20:00:24,"53,600",0,5
현대카드,C-03436,일반,2013-01-09,20:13:55,"29,800",0,3
농협카드,C-39842,체크,2013-01-09,20:25:08,"29,800",0,3
신한카드,C-17823,체크,2013-01-09,20:26:34,"29,800",0,3
비씨카드,C-29781,체크,2013-01-09,20:44:58,"29,800",0,3
국민카드,C-16230,체크,2013-01-09,20:48:23,"29,800",0,3
삼성카드,C-02305,일반,2013-01-09,20:49:03,"29,800",0,3
신한카드,C-16964,체크,2013-01-09,21:18:19,"29,800",0,3
삼성카드,C-03843,일반,2013-01-09,21:21:13,"29,800",0,3
롯데카드,C-06212,체크,2013-01-09,21:24:13,"29,800",0,3
국민카드,C-10830,일반,2013-01-09,21:37:37,"35,700",0,3
롯데카드,C-18632,일반,2013-01-09,21:39:12,"10,000",0,1
외환카드,C-19070,체크,2013-01-09,21:39:39,"29,800",0,3
국민카드,C-16098,체크,2013-01-09,21:53:37,"29,800",0,3
비씨카드,C-14544,일반,2013-01-10,12:46:11,"35,700",0,3
비씨카드,C-21998,일반,2013-01-10,12:47:38,"35,700",0,3
신한카드,C-26809,체크,2013-01-10,12:49:03,"47,600",0,4
현대카드,C-03294,일반,2013-01-10,12:53:02,"23,800",0,2
국민카드,C-41979,일반,2013-01-10,12:53:21,"23,800",0,2
외환카드,C-04253,일반,2013-01-10,12:59:21,"29,700",0,3
신한카드,C-09365,일반,2013-01-10,13:10:00,"35,700",0,3
비씨카드,C-14960,일반,2013-01-10,13:24:47,"11,900",0,1
국민카드,C-16229,체크,2013-01-10,13:25:07,"11,900",0,1
비씨카드,C-04048,일반,2013-01-10,13:32:02,"35,700",0,3
외환카드,C-04641,일반,2013-01-10,13:37:09,"23,800",0,2
비씨카드,C-35349,일반,2013-01-10,13:38:46,"23,800",0,2
비씨카드,C-38549,체크,2013-01-10,13:55:10,"35,700",0,3
신한카드,C-27156,체크,2013-01-10,14:02:41,"23,800",0,2
신한카드,C-23470,일반,2013-01-10,14:08:38,"23,800",0,2
비씨카드,C-37109,체크,2013-01-10,14:09:18,"23,800",0,2
비씨카드,C-04020,일반,2013-01-10,14:14:30,"178,500",0,15
신한카드,C-07896,체크,2013-01-10,14:38:09,"47,600",0,4
신한카드,C-35623,일반,2013-01-10,14:40:16,"11,900",0,1
신한카드,C-01103,일반,2013-01-10,14:41:55,"35,700",0,3
신한카드,C-16692,체크,2013-01-10,14:48:11,"23,800",0,2
신한카드,C-17341,체크,2013-01-10,14:52:00,"23,800",0,2
비씨카드,C-29392,체크,2013-01-10,14:53:15,"23,800",0,2
국민카드,C-05137,일반,2013-01-10,14:53:38,"35,700",0,3
비씨카드,C-10175,일반,2013-01-10,15:13:17,"23,800",0,2
현대카드,C-43183,일반,2013-01-10,15:25:04,"23,800",0,2
비씨카드,C-37737,체크,2013-01-10,18:35:50,"29,800",0,3
외환카드,C-16398,체크,2013-01-10,18:42:41,"29,800",0,3
신한카드,C-12101,일반,2013-01-10,19:00:56,"29,800",0,3
신한카드,C-26464,체크,2013-01-10,19:02:50,"29,800",0,3
비씨카드,C-27641,체크,2013-01-10,19:28:55,"29,800",0,3
비씨카드,C-37184,체크,2013-01-10,19:32:51,"29,800",0,3
국민카드,C-41108,일반,2013-01-10,19:34:11,"29,800",0,3
신한카드,C-17356,체크,2013-01-10,19:50:35,"29,800",0,3
국민카드,C-16186,체크,2013-01-10,20:09:29,"59,600",0,6
국민카드,C-11063,일반,2013-01-10,20:20:54,"29,800",0,3
삼성카드,C-02485,일반,2013-01-10,20:28:54,"29,800",0,3
외환카드,C-20856,체크,2013-01-10,20:34:32,"23,800",0,2
국민카드,C-25516,일반,2013-01-10,20:43:05,"82,500",0,7
신한카드,C-02453,일반,2013-01-10,21:08:24,"39,800",0,4
비씨카드,C-37866,체크,2013-01-10,21:43:31,"59,600",0,6
국민카드,C-25520,일반,2013-01-11,12:45:02,"59,500",0,5
국민카드,C-11257,일반,2013-01-11,12:52:28,"47,600",0,4
롯데카드,C-01829,일반,2013-01-11,12:52:50,"23,800",0,2
비씨카드,C-35587,일반,2013-01-11,12:56:04,"23,800",0,2
비씨카드,C-37623,체크,2013-01-11,12:58:33,"17,800",0,2
외환카드,C-01596,일반,2013-01-11,13:25:16,"23,800",0,2
롯데카드,C-12740,일반,2013-01-11,13:28:28,"23,800",0,2
국민카드,C-11548,일반,2013-01-11,13:29:15,"10,000",0,1
국민카드,C-16152,체크,2013-01-11,13:32:19,"23,800",0,2
신한카드,C-26493,체크,2013-01-11,13:32:33,"11,900",0,1
비씨카드,C-21333,일반,2013-01-11,13:37:14,"23,800",0,2
비씨카드,C-37740,체크,2013-01-11,13:38:20,"23,800",0,2
외환카드,C-19126,체크,2013-01-11,13:45:49,"11,900",0,1
신한카드,C-16920,체크,2013-01-11,14:04:03,"11,900",0,1
신한카드,C-07857,체크,2013-01-11,14:04:17,"11,900",0,1
신한카드,C-17163,체크,2013-01-11,14:04:31,"11,900",0,1
국민카드,C-16095,체크,2013-01-11,14:05:13,"23,800",0,2
신한카드,C-12110,일반,2013-01-11,14:17:49,"35,700",0,3
농협카드,C-39337,체크,2013-01-11,14:25:53,"23,800",0,2
현대카드,C-03101,일반,2013-01-11,14:48:12,"32,700",0,3
국민카드,C-16062,체크,2013-01-11,14:50:38,"23,800",0,2
현대카드,C-07068,일반,2013-01-11,14:54:45,"23,800",0,2
비씨카드,C-35465,일반,2013-01-11,15:03:39,"11,900",0,1
비씨카드,C-21354,일반,2013-01-11,17:36:42,"29,800",0,3
비씨카드,C-36736,체크,2013-01-11,17:55:12,"29,800",0,3
신한카드,C-09903,일반,2013-01-11,18:12:47,"29,800",0,3
삼성카드,C-32663,일반,2013-01-11,18:21:15,"23,800",0,2
국민카드,C-22609,일반,2013-01-11,18:30:04,"59,600",0,6
신한카드,C-17649,체크,2013-01-11,18:31:59,"44,700",0,4
비씨카드,C-36867,체크,2013-01-11,19:00:05,"74,500",0,7
비씨카드,C-25442,일반,2013-01-11,19:10:37,"69,600",0,6
현대카드,C-06891,일반,2013-01-11,19:23:54,"29,800",0,3
농협카드,C-39222,체크,2013-01-11,19:31:51,"14,900",0,2
국민카드,C-15961,체크,2013-01-11,19:32:12,"14,900",0,2
외환카드,C-16444,체크,2013-01-11,19:40:16,"29,800",0,3
신한카드,C-33576,일반,2013-01-11,19:42:02,"29,800",0,3
외환카드,C-04775,일반,2013-01-11,19:51:55,"29,800",0,3
비씨카드,C-04133,일반,2013-01-11,20:00:42,"35,700",0,3
신한카드,C-09593,일반,2013-01-11,20:31:29,"29,800",0,3
신한카드,C-08366,체크,2013-01-11,20:33:12,"29,800",0,3
국민카드,C-15818,체크,2013-01-11,20:34:27,"14,900",0,2
신한카드,C-12224,일반,2013-01-11,20:35:55,"29,800",0,3
비씨카드,C-29417,체크,2013-01-11,20:38:24,"14,900",0,2
외환카드,C-20755,체크,2013-01-11,20:38:46,"14,900",0,2
비씨카드,C-06336,체크,2013-01-11,21:01:57,"44,600",0,4
농협카드,C-03903,일반,2013-01-11,21:06:01,"49,700",0,5
비씨카드,C-29689,체크,2013-01-11,21:09:00,"29,800",0,3
외환카드,C-24495,일반,2013-01-11,21:26:46,"57,700",0,5
롯데카드,C-18534,일반,2013-01-11,21:46:54,"44,700",0,4
신한카드,C-18012,체크,2013-01-11,21:47:21,"29,800",0,3
비씨카드,C-05948,체크,2013-01-11,21:49:15,"29,800",0,3
비씨카드,C-15713,일반,2013-01-11,22:00:45,"29,800",0,3
현대카드,C-42577,일반,2013-01-12,12:25:59,"44,700",0,3
국민카드,C-15935,체크,2013-01-12,12:28:16,"29,800",0,2
국민카드,C-22553,일반,2013-01-12,12:30:09,"44,600",0,3
롯데카드,C-12896,일반,2013-01-12,12:40:03,"29,700",0,2
농협카드,C-40372,체크,2013-01-12,12:50:14,"29,800",0,2
삼성카드,C-02119,일반,2013-01-12,12:53:20,"38,700",0,3
신한카드,C-09183,일반,2013-01-12,13:08:59,"44,700",0,3
비씨카드,C-28851,체크,2013-01-12,13:11:46,"29,800",0,2
삼성카드,C-13748,일반,2013-01-12,13:26:17,"59,600",0,4
외환카드,C-15806,일반,2013-01-12,13:41:59,"29,800",0,2
국민카드,C-16155,체크,2013-01-12,14:08:31,"29,800",0,2
신한카드,C-09824,일반,2013-01-12,14:15:37,"38,700",0,3
비씨카드,C-21706,일반,2013-01-12,14:27:23,"29,800",0,2
신한카드,C-09884,일반,2013-01-12,14:29:49,"29,800",0,2
현대카드,C-03281,일반,2013-01-12,14:31:07,"47,600",0,4
현대카드,C-07002,일반,2013-01-12,14:36:58,"44,700",0,3
국민카드,C-16011,체크,2013-01-12,14:39:07,"59,600",0,4
비씨카드,C-05891,체크,2013-01-12,14:40:00,"29,800",0,2
신한카드,C-01040,일반,2013-01-12,14:48:08,"53,500",0,4
농협카드,C-39362,체크,2013-01-12,15:00:54,"29,800",0,2
현대카드,C-03551,일반,2013-01-12,15:08:03,"44,700",0,3
비씨카드,C-24658,일반,2013-01-12,15:11:03,"29,800",0,2
외환카드,C-35191,일반,2013-01-12,15:14:07,"29,800",0,2
신한카드,C-08450,체크,2013-01-12,15:16:45,"29,800",0,2
국민카드,C-15861,체크,2013-01-12,15:19:29,"29,800",0,2
비씨카드,C-15783,일반,2013-01-12,15:19:56,"29,800",0,2
비씨카드,C-35586,일반,2013-01-12,15:28:13,"29,800",0,2
비씨카드,C-40946,체크,2013-01-12,15:42:51,"14,900",0,1
국민카드,C-41539,일반,2013-01-12,15:43:05,"14,900",0,1
비씨카드,C-29621,체크,2013-01-12,15:48:12,"29,800",0,2
외환카드,C-20842,체크,2013-01-12,15:52:58,"29,800",0,2
비씨카드,C-30784,체크,2013-01-12,16:03:40,"14,900",0,1
신한카드,C-00674,일반,2013-01-12,16:11:00,"29,800",0,2
국민카드,C-11085,일반,2013-01-12,16:15:20,"29,800",0,2
삼성카드,C-20243,일반,2013-01-12,16:22:29,"29,800",0,2
롯데카드,C-12832,일반,2013-01-12,16:25:16,"41,600",0,3
비씨카드,C-29625,체크,2013-01-12,17:04:11,"29,800",0,2
국민카드,C-10838,일반,2013-01-12,17:22:22,"29,800",0,2
현대카드,C-43149,일반,2013-01-12,17:25:40,"29,800",0,2
신한카드,C-09593,일반,2013-01-12,17:40:51,"29,800",0,2
신한카드,C-17325,체크,2013-01-12,17:43:09,"29,800",0,2
삼성카드,C-11967,일반,2013-01-12,17:48:49,"35,700",0,3
외환카드,C-01653,일반,2013-01-12,17:50:14,"29,800",0,2
신한카드,C-09607,일반,2013-01-12,18:15:51,"44,700",0,3
신한카드,C-12050,일반,2013-01-12,18:27:59,"44,700",0,3
외환카드,C-24441,일반,2013-01-12,18:39:31,"29,800",0,2
비씨카드,C-06650,체크,2013-01-12,18:47:10,"29,800",0,2
비씨카드,C-28154,체크,2013-01-12,18:47:27,"29,800",0,2
국민카드,C-16184,체크,2013-01-12,18:48:45,"29,800",0,2
롯데카드,C-13151,일반,2013-01-12,18:49:14,"29,800",0,2
국민카드,C-42162,일반,2013-01-12,18:56:09,"29,800",0,2
외환카드,C-02392,일반,2013-01-12,19:00:45,"29,800",0,2
삼성카드,C-32268,일반,2013-01-12,19:02:19,"29,800",0,2
비씨카드,C-19414,일반,2013-01-12,19:03:36,"29,800",0,2
삼성카드,C-02003,일반,2013-01-12,19:05:49,"71,400",0,5
비씨카드,C-29680,체크,2013-01-12,19:07:52,"53,600",0,4
국민카드,C-41158,일반,2013-01-12,19:09:16,"14,900",0,1
국민카드,C-16234,체크,2013-01-12,19:09:56,"29,800",0,2
비씨카드,C-13899,일반,2013-01-12,19:11:43,"29,800",0,2
삼성카드,C-32820,일반,2013-01-12,19:27:07,"29,800",0,2
삼성카드,C-02192,일반,2013-01-12,19:27:47,"38,700",0,3
국민카드,C-36488,체크,2013-01-12,19:28:27,"29,800",0,2
신한카드,C-34219,체크,2013-01-12,19:39:44,"29,800",0,2
신한카드,C-01956,일반,2013-01-12,19:40:14,"38,700",0,3
외환카드,C-23148,일반,2013-01-12,19:40:34,"29,800",0,2
현대카드,C-11996,일반,2013-01-12,19:45:27,"59,600",0,4
외환카드,C-04568,일반,2013-01-12,19:46:04,"29,800",0,2
신한카드,C-17901,체크,2013-01-12,19:47:44,"29,800",0,2
비씨카드,C-36709,체크,2013-01-12,19:51:43,"70,500",0,5
농협카드,C-23305,일반,2013-01-12,19:54:00,"29,800",0,2
비씨카드,C-30321,체크,2013-01-12,20:04:14,"29,800",0,2
외환카드,C-04571,일반,2013-01-12,20:04:36,"47,600",0,4
신한카드,C-26540,체크,2013-01-12,20:05:31,"38,700",0,3
외환카드,C-35193,일반,2013-01-12,20:05:55,"44,700",0,3
국민카드,C-18892,일반,2013-01-12,20:06:19,"59,600",0,4
비씨카드,C-21209,체크,2013-01-12,20:10:39,"29,800",0,2
외환카드,C-19823,일반,2013-01-12,20:11:26,"29,800",0,2
삼성카드,C-13712,일반,2013-01-12,20:18:57,"53,600",0,4
비씨카드,C-29727,체크,2013-01-12,20:19:20,"29,800",0,2
신한카드,C-00984,일반,2013-01-12,20:22:53,"29,800",0,2
국민카드,C-41706,일반,2013-01-12,20:25:11,"29,800",0,2
현대카드,C-23821,일반,2013-01-12,20:29:08,"29,800",0,2
국민카드,C-22663,일반,2013-01-12,20:34:10,"38,700",0,3
신한카드,C-26339,체크,2013-01-12,20:41:29,"29,800",0,2
국민카드,C-15811,체크,2013-01-12,20:42:54,"29,800",0,2
국민카드,C-25337,일반,2013-01-12,20:45:58,"38,700",0,3
신한카드,C-00392,일반,2013-01-12,20:47:58,"29,800",0,2
비씨카드,C-21982,일반,2013-01-12,20:48:39,"59,600",0,4
신한카드,C-34391,체크,2013-01-12,20:50:23,"14,900",0,1
비씨카드,C-28980,체크,2013-01-12,20:50:44,"14,900",0,1
비씨카드,C-11883,일반,2013-01-12,20:51:09,"44,700",0,3
신한카드,C-12156,일반,2013-01-12,20:52:49,"29,800",0,2
비씨카드,C-08615,체크,2013-01-12,20:54:45,"29,800",0,2
현대카드,C-06870,일반,2013-01-12,20:56:52,"68,500",0,5
신한카드,C-09684,일반,2013-01-12,21:02:08,"29,800",0,2
비씨카드,C-40583,체크,2013-01-12,21:02:30,"29,800",0,2
농협카드,C-39224,체크,2013-01-12,21:03:16,"14,900",0,1
비씨카드,C-37533,체크,2013-01-12,21:03:32,"14,900",0,1
국민카드,C-41176,일반,2013-01-12,21:06:10,"53,600",0,4
신한카드,C-09890,일반,2013-01-12,21:06:30,"29,800",0,2
외환카드,C-24562,일반,2013-01-12,21:10:21,"29,800",0,2
신한카드,C-01182,일반,2013-01-12,21:15:34,"44,700",0,3
비씨카드,C-30599,일반,2013-01-12,21:30:00,"29,800",0,2
국민카드,C-15914,체크,2013-01-12,21:30:24,"29,800",0,2
국민카드,C-10784,일반,2013-01-12,21:34:15,"29,800",0,2
비씨카드,C-36796,체크,2013-01-12,21:35:44,"29,800",0,2
비씨카드,C-35664,일반,2013-01-12,21:41:21,"29,800",0,2
외환카드,C-16520,체크,2013-01-12,21:47:23,"29,800",0,2
신한카드,C-09412,일반,2013-01-13,12:40:14,"29,800",0,2
롯데카드,C-18590,일반,2013-01-13,12:56:10,"29,800",0,2
롯데카드,C-01772,일반,2013-01-13,12:56:54,"29,800",0,2
국민카드,C-16015,체크,2013-01-13,13:09:37,"29,800",0,2
비씨카드,C-21696,일반,2013-01-13,13:25:16,"29,800",0,2
비씨카드,C-21493,일반,2013-01-13,13:50:00,"74,500",3,5
신한카드,C-00765,일반,2013-01-13,13:51:25,"44,700",0,3
신한카드,C-34598,체크,2013-01-13,14:12:22,"14,900",0,1
신한카드,C-34622,체크,2013-01-13,14:12:37,"14,900",0,1
신한카드,C-34458,체크,2013-01-13,14:13:02,"14,900",0,1
비씨카드,C-38574,체크,2013-01-13,14:13:24,"29,800",0,2
외환카드,C-05251,일반,2013-01-13,14:18:49,"44,600",0,3
비씨카드,C-29088,체크,2013-01-13,14:23:59,"44,700",0,3
신한카드,C-26286,체크,2013-01-13,14:31:43,"29,800",0,2
롯데카드,C-01938,일반,2013-01-13,14:35:58,"29,800",0,2
롯데카드,C-12888,일반,2013-01-13,14:44:38,"29,800",0,2
비씨카드,C-37584,체크,2013-01-13,14:54:50,"35,700",0,3
현대카드,C-24827,일반,2013-01-13,15:08:59,"29,800",0,2
신한카드,C-00697,일반,2013-01-13,15:16:49,"29,800",0,2
현대카드,C-03460,일반,2013-01-13,15:25:55,"29,800",0,2
농협카드,C-27610,체크,2013-01-13,15:28:42,"29,800",0,2
삼성카드,C-32263,일반,2013-01-13,15:36:53,"35,700",0,3
국민카드,C-15882,체크,2013-01-13,15:38:26,"29,800",0,2
비씨카드,C-24943,일반,2013-01-13,16:07:16,"29,800",0,2
신한카드,C-09246,일반,2013-01-13,16:08:10,"44,600",0,3
비씨카드,C-28660,체크,2013-01-13,16:09:22,"29,800",0,2
신한카드,C-33422,일반,2013-01-13,16:09:50,"44,700",0,3
비씨카드,C-03969,일반,2013-01-13,16:12:11,"29,800",0,2
비씨카드,C-37949,체크,2013-01-13,16:16:16,"29,800",0,2
외환카드,C-16352,체크,2013-01-13,16:18:10,"29,800",0,2
삼성카드,C-02692,일반,2013-01-13,16:20:27,"29,800",0,2
비씨카드,C-21380,일반,2013-01-13,16:22:27,"68,500",0,5
비씨카드,C-37172,체크,2013-01-13,16:24:40,"74,500",0,5
신한카드,C-00984,일반,2013-01-13,16:44:06,"59,600",0,4
롯데카드,C-18816,일반,2013-01-13,16:46:08,"89,400",0,6
국민카드,C-16065,체크,2013-01-13,16:47:46,"14,900",0,1
외환카드,C-04393,일반,2013-01-13,16:53:07,"14,900",0,1
농협카드,C-34014,일반,2013-01-13,16:53:18,"14,900",0,1
외환카드,C-23163,일반,2013-01-13,17:04:03,"29,800",0,2
삼성카드,C-20663,일반,2013-01-13,17:21:41,"29,800",0,2
외환카드,C-05120,일반,2013-01-13,17:23:56,"29,800",0,2
국민카드,C-36483,체크,2013-01-13,17:24:30,"29,800",0,2
국민카드,C-16235,체크,2013-01-13,17:30:02,"29,800",0,2
신한카드,C-00785,일반,2013-01-13,17:38:45,"29,800",0,2
외환카드,C-19581,일반,2013-01-13,17:43:19,"29,800",0,2
신한카드,C-08906,체크,2013-01-13,17:44:20,"29,800",0,2
신한카드,C-12444,일반,2013-01-13,17:46:15,"53,600",0,4
비씨카드,C-36183,일반,2013-01-13,17:47:07,"29,800",0,2
롯데카드,C-13015,일반,2013-01-13,17:48:05,"29,800",0,2
국민카드,C-22873,체크,2013-01-13,18:03:14,"29,800",0,2
국민카드,C-22840,일반,2013-01-13,18:05:22,"29,800",0,2
신한카드,C-00520,일반,2013-01-13,18:11:49,"38,700",0,3
신한카드,C-34395,체크,2013-01-13,18:23:37,"59,600",0,4
신한카드,C-00870,일반,2013-01-13,18:23:57,"44,700",0,3
국민카드,C-22793,일반,2013-01-13,18:41:39,"44,700",0,3
국민카드,C-42223,일반,2013-01-13,18:43:18,"29,800",0,2
국민카드,C-25338,일반,2013-01-13,18:45:23,"29,800",0,2
비씨카드,C-29406,체크,2013-01-13,18:50:22,"14,900",0,1
비씨카드,C-06394,체크,2013-01-13,18:50:34,"14,900",0,1
국민카드,C-11434,일반,2013-01-13,18:50:47,"14,900",0,1
비씨카드,C-10170,일반,2013-01-13,18:51:54,"38,700",0,3
국민카드,C-41795,일반,2013-01-13,18:54:48,"59,600",0,4
현대카드,C-24842,일반,2013-01-13,19:00:45,"29,800",0,2
신한카드,C-33671,일반,2013-01-13,19:02:03,"29,800",0,2
비씨카드,C-40645,체크,2013-01-13,19:02:29,"29,800",0,2
